Text,nb_tokens,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
usual,1.0,,,,,,,,
make dig road create havoc quicker,6.0,,,,,,,,
devil look would power get kickback palm need well greased manufacturing new machinery waste resource leaf carbon footprint process,21.0,,,,,,,,
invested equipment many without job know much spend keep equipment going finish work time lose eu money fund,18.0,,,,,,,,
god forbid spend money machinery instead porsches luxury mansion eh ronnie go ahead ignore eur raise non contractor get,21.0,,,,,,,,
raise cola adjustment friend got raise since always increase tax fro electricity bill reduced domestic industrial child allowance increased stipend increased childcare free school transport free pension increased vat stolen car given back police army personnel given due minimum wage increased tax involved,48.0,,,,,,,,
raise reduction together comparable increase cost living food service sense kind law control country obviously even close gargantic amount money pocketing lp friend friend profit developer money laundering,31.0,,,,,,,,
totally irrelevant one talking list show peanut rest u get comparison,11.0,,,,,,,,
wake smell coffee today cabinet taking much per week extra mind per week refunded jm stated refunded year ago,24.0,,,,,,,,
free bus travel year age offering pathetic country supposedly well would use developer feed fat cat leave mouse starve,20.0,,,,,,,,
frankly mr hill useless nit picking end beneficiary measure general public give incentive raise standard start chain improvement given incentive le costly productive enforcement,28.0,,,,,,,,
elderly commute le homework fear married pensioner dependent spouse get weekly rise single person repeatedly overlooked unjust,20.0,,,,,,,,
oh come already pay peanut c per trip max c per day e per week e per month,18.0,,,,,,,,
definitely best budget ever seen country well done prime minister team handing excellently designed planned distribution wealth need society without taxing one cent afford proud guy managing country,30.0,,,,,,,,
little gratitude hurt good tor wellbeing,8.0,,,,,,,,
middle class classist place everyone understand year old family man sole bread winner family managerial position earn owner family home etc etc absolutely nothing budget others many year remember past year affect directly tax benefit except extra bread milk approximately half increase price product year extra day leave thank cola increase like others cola increase taxable tax rebate cheque unknown value yet much year anyway call strong economy affords distribution apparently distribution reached yet,79.0,,,,,,,,
close age benefit see top one mentioned get work ferry even one yet see much going cost,17.0,,,,,,,,
myopic vision benefit child mr attard fact surplus budget continues decrease national debt make trust future fact malta afford good standard free health care free tertiary education stipend sound welfare system amongst also lesson pressure course government prodigal national wealth like greek dire effect maybe miss erstwhile budget rather give benefit take away new tax whether budget hidden following month,70.0,,,,,,,,
reasoning friend fact criticize tax government imposed budget myopic vision tax imposed order gain decrease national debt afford good standard free health care free tertiary education stipend sound welfare system lessen pressure pay directly maybe forgotten erstwhile budget took u international financial crisis provided sound solid foundation upon reach surplus budget unlike country suffered international crisis still feeling effect day crisis looming hidden tax dear friend last year pm promised arm billing system would reviewed amended remove billing anomaly may state anomaly cost region overpayment past year hidden tax know like pm solemn public promise promise turned hay even finding light day budget much believe make hay sun shine factual wrong reason,123.0,,,,,,,,
close category mr attard sharing opinion fully malta gained afford general affect personally opposite way around incurring expense advantage grouth living hell non stop construction reduction parking space island rent garage extra expense family add list increase cost food service also decreasing amount money left pocket another question exiting quality medical service last time used month period first consultancy doctor md second one scan examination think person live pain month result usual private doctor cost euro visit else missed tax refund god sake government continue insult calling way giving money high tax payer lower one exempt tax tax refund instead simply reduce amount paid payer entitle receive refund sent cheque impress people kindness initiative government simply populism buying vote exercise future investment construction industry,139.0,,,,,,,,
except school transport peanut compared million flowing foreign account konrot keith caught red handed yet still holding top government position also point distributing bit wealth officially polluted country highest probability amongst eu country dying younger age due pollution related disease money use diagnosed cancer still applauding crook taking treatment probably go figure,57.0,,,,,,,,
budget address fulltime farmer also influx foreigner paid cheap labour,11.0,,,,,,,,
ecomonics guru believe popular budget except grant contractor scrap old machinery buy new insult general public past many year suffering hand contractor would availing public funded grant go validate critisism thrown government relation mda contractor general given fact malta suffers sheer lack enforcement see old machinery indeed scrapped sold new wannabe contractor see new machinery indeed brand new another imported reject overseas company would new machinery particular brand favouring particular local business free choice,83.0,,,,,,,,
scheme exists car yes way check really happening,8.0,,,,,,,,
new car hundred get anything new car longer getting,9.0,,,,,,,,
car concrete mixer cost pollute,6.0,,,,,,,,
car earn million concrete mixer crane truck destroying country pouring million euro pocket contractor yes use profit general public exploit homeland,21.0,,,,,,,,
people use car earn million scheme change car le polluting one go truck etc,15.0,,,,,,,,
ok agree grant developer,4.0,,,,,,,,
else grant change car electric wish add sector,8.0,,,,,,,,
wish see hard earned tax going pocket developer already overflowing million considering already pretty much malta government grant wish,21.0,,,,,,,,
type enforcement,2.0,,,,,,,,
going year tested,3.0,,,,,,,,
lack enforcement yes right,4.0,,,,,,,,
plus importantly specified new machinery electrically powered,7.0,,,,,,,,
fair believe yet electrically powered construction machinery,7.0,,,,,,,,
yes gas power job assuming safe doubt air could power heavy vehicle long enough useful though,16.0,,,,,,,,
people one wonder sky limit,5.0,,,,,,,,
budget patch past future old complaint resurface inflation moving faster benefit,13.0,,,,,,,,
say need worker ask government make part time work attractive reducing tax rate part time work especially plagued home loan,20.0,,,,,,,,
good budget surpasses others time gone helping needy pensioner worker student alike without tax added keep good work,21.0,,,,,,,,
permit unbuilt apartment already sale sannat,10.0,,,,,,,,
anyone spared thought people living chronic sickness benefit mental health issue,11.0,,,,,,,,
tessa sympathise patient others various sickness least start cancer patient trust sickness addressed soon,17.0,,,,,,,,
sorry contractor important,3.0,,,,,,,,
love hate choice industry major employer sustancial part malta economy like country help goverment welcomed go sector economy,22.0,,,,,,,,
doubt construction industry major player maltese economy much made player mean player rich high flying business subsidised public money,22.0,,,,,,,,
although agree hefty hand already rich construction contractor hope proper auditing system put place ascertain money truly used replace old polluting machinery diverted towards buying second third luxurious car,35.0,,,,,,,,
hold breath,2.0,,,,,,,,
let get straight property buyer struggling get increase tax cap k even begin reflect increase property price close impossible find property k nowadays whilst contractor made million property buyer get k grant fix polluting machinery get grant fix polluting car fine polluting car first place tax polluting machinery incentivise enough,57.0,,,,,,,,
general public tax payed subsidizing building contractor contractor help pa destroying taxpayer need better living sort payback taxpayer money mda service rendered taxpayer subsidize building contractor absolute impunity treat everyone complete disregard pump exhaust dust noise increase traffic jam equipment taxpayer support hard earned cash taxpayer subsidize building contractor majority complete disregard health safety measure resulting weekly injury paid treatment cost taxpayer victim forced subidize aggressor taxpayer subsidized taking breath away,93.0,,,,,,,,
th year promising multitude project never happen blind servile lot truly believe corrupt government something new budget mentioning,20.0,,,,,,,,
whatever said budget surprise long going continue government presenting budget halloween share treat government making strategic decision direct country considering hype cut date stopping combustion engine driven vehicle published informed electrical rate reduction charge electric car government create mechanism ensure worker pensioner etc benefit economic growth without wait budget day bonanza lack example euro tax rebate euro one time payment year compensate increased cost living effect worker earning euro plus,74.0,,,,,,,,
usual work hard declare everything given stick budget take care poor seemingly poor low earner seemingly low earner lucky self employed evade tax make benefit,27.0,,,,,,,,
mean admin benefited lower income tax free childcare scheme like first time buyer second time buyer used poor mention helping need help community live suppose get income tax reduction every year mean helping,35.0,,,,,,,,
every one free interpret measure impact directly use child care buy house helping poor cannot see load looter cheat system idea narrow tired paying sum money tax misery pension self employed one purchase second property third rather paying due well country shape perople like frans blinded political emblem,52.0,,,,,,,,
poor pensioner disabled main beneficiary budget contrast forgotten put freeze long year successive pn illuminati,23.0,,,,,,,,
cost living increase cent day others receive euro day secret offshore company black labour troll still perpetuate lie euro extra paid pn mp gonzi administration without acknowledging incentive scrapped euro paid returned full mp muscat thrives supporter ignorance fact,47.0,,,,,,,,
one plan dump scrapped machinery contractor tax payer foot bill scrappage,13.0,,,,,,,,
place scrap car would imagine remember scrappage scheme car,10.0,,,,,,,,
day bank account law god one animal,7.0,,,,,,,,
huntington disease sufferer younger year old shut home age,10.0,,,,,,,,
one day extra leave two extra received last year someone confirm actually extra day leave way loosing day feast fall weekend year lost total,25.0,,,,,,,,
every pl budget year year another nail pn coffin,10.0,,,,,,,,
want understand inning budget shall understand red eyed boy always god send ask one small thing try make basic calculation benefit budget yearly basis tell whether straight face saying oh gosh best budget ever made,36.0,,,,,,,,
developer happy surprised,3.0,,,,,,,,
spot stephen fat cat getting fatter,7.0,,,,,,,,
misunderstood whole point tabone,5.0,,,,,,,,
way truly gauge budget developer happy budget fiasco simply government cannot serve people benefactor time clear government chose protect sponsor rather look people,24.0,,,,,,,,
cannot believe short sighted vision lead say,7.0,,,,,,,,
surprised government made mda happy yes live malta,9.0,,,,,,,,
budget developer satisfied educator title say anyone need make comment,10.0,,,,,,,,
yet people complain developer greed keep voting labour,8.0,,,,,,,,
lie biggest problem corrupt government support given majority biggest tragedy country sometimes democracy fails,14.0,,,,,,,,
quite victor practically impossible entice brainwashed mind step back unfortunate,13.0,,,,,,,,
teacher think world revolves around least union excellent job dedication second none mixing eduction politics good cocktail last year successfully negotiated substantial increase salary enough perhaps union resort political rhetoric wiser steer away,36.0,,,,,,,,
world evolves around developer instead fact measure suggested found way budget,12.0,,,,,,,,
seems fine developer politics mixing right,6.0,,,,,,,,
education almost every sector society cannot separated politics fact whenever something like distribution tablet free transport student implemented minister come boasting increase agreed last year ask teacher substantial price paying,32.0,,,,,,,,
actually world revolves around developer lgbt way rest u fish food,11.0,,,,,,,,
would without properly trained teacher educator,6.0,,,,,,,,
well said valid comment,4.0,,,,,,,,
social assistance euro developer want buy new crane new bulldozer good gozo ministry subsidising yacht owner put yacht summer thank god decide afford another baby bonus one euro day muscat co heart gold,41.0,,,,,,,,
well wrong country sh hole thanks developer exploiting beautiful homeland million profit government ball banned crappy second hand machinery originally destined scrapyard age ago forced developer use profit actually buy new greener machinery first place thing done modern country way round,45.0,,,,,,,,
reason easy developer finance political party power thus government submissive people,12.0,,,,,,,,
intelligent reply unbiased true,6.0,,,,,,,,
usual nonsense afraid ever following piece construction equipment leaving huge cloud black thick smoke behind must one never get house yes little gratitude towards government eho care u citizen,30.0,,,,,,,,
budget keep rich happy especially developer hotelier budget ultra capitalist,11.0,,,,,,,,
provide work imported worker work le minimum wage,8.0,,,,,,,,
failed include comment imported worker referring contributing significantly towards continuous increment gdp pension fund,16.0,,,,,,,,
go often many maltese see establishment reality provide work cheap foreign laborer expense homeland standard living turn need accommodation pushing property price sky high level levering local every buying home government going use hard earned tax local get market without needing reduce property price thus ensuring developer continue rake million brain entire budget revolves around developer maltese citizen one happy apart brainwashed cheer like sheep everything joey say,71.0,,,,,,,,
valid intelligent comment,3.0,,,,,,,,
problem running government,3.0,,,,,,,,
providing work thousand private sector according even time opinion change wind,11.0,,,,,,,,
disagree completely conclusion,3.0,,,,,,,,
course developer satisfied still scrap land left need building opposed open space waste virgin land people enjoy fresh air walk much prefer sight concrete block sunset natural landscape nothing dodgy sure board know honest day long,37.0,,,,,,,,
contractor happy getting massive grant replace old polluting machinery change machinery scrap old unit going allowed sell le fortunate contractor machinery yet visit gozo see old truck lorry year ago operated malta,35.0,,,,,,,,
course developer happy government forked revenue would otherwise collected prolong property market crash next election,17.0,,,,,,,,
looking forward recession sweeping across europe let u see satisfied smug developer get course end ghost town like spain least affordable buy rent property opposed inflated price,27.0,,,,,,,,
nice contractor get hold tax payer money update truck get even richer well done minister,16.0,,,,,,,,
reason keep voting labour simple besides fact alternative government done thing dreamt previous administration would told u budget give people without taking one cent yet gratitude option clearly,29.0,,,,,,,,
expecting outright ban odz application control concrete use making lot environmental harm together plastic bottle intiative announced multiple time,23.0,,,,,,,,
yes car poluters truck van commercial vehicle nothing taxing middle class driving big mercs audis bmws care,23.0,,,,,,,,
p car need go work tax u overtime hey say thank first hr together vat usual ni stuff say thank overlord say sorry upset grateful p take jet watch football match yacht given rebate plebe get work,42.0,,,,,,,,
bet hear nothing sort,4.0,,,,,,,,
see right bitter,3.0,,,,,,,,
prime minister wrecked havoc malta environment speaks sustainability weird get weirder,12.0,,,,,,,,
need insult able make point logically,7.0,,,,,,,,
allow rephrase anyone valid criticism keep self want become target tsunami insult hate speech labour troll labour operates attempting shut people insult,24.0,,,,,,,,
anyone shutting pl election partly shut b sidekick let alone insignificant remember nats claiming major drubbing got blogger cheek accuse pl getting rid may offer bit advice mr refuse anything may gain budget protest,37.0,,,,,,,,
refuse anything may gain budget protest say typical labour backward mentality achieve acquire skill ability need pathetic handout politician,21.0,,,,,,,,
well said handout rampantly corrupt politician people even shred dignity willing sell soul corrupt lot,18.0,,,,,,,,
pensioner would relying resource would build year would eagerly expecting budget extra euro frankly many year completely ignore budget unlike many labour pn supporter parasite never,28.0,,,,,,,,
receiving rise pension make parasite lol boy one mixed guy,11.0,,,,,,,,
getting government job deserve parasite,5.0,,,,,,,,
pensioner tell many time pension increased last six year much excluding cost living increase,15.0,,,,,,,,
increased every budget nats even one expects party pension declaring senior citizen given pension would spend drink cost living increase also labour introduction pensioner would standing street corner begging alms nats way read history carmel,39.0,,,,,,,,
expect govt buy new electric car guess want keep polluting place continuing use old banger hell environment show hypocrisy govt nothing accuse abandoning environment take step improve rest civilised country accuse introducing tax acting read carefully written electric car bound get cheaper concession buy one also cheaper run time start saving future car still able afford one year time hard luck always like cannot stop progress cannot afford electric car nats real funny people,82.0,,,,,,,,
spouting insult check fact electric car never cheaper environmentally friendly please simple mind think exhaust car harmful emission battery toxic dangerous produce slave modern world building battery youth stolen expensive unreliable render car scrap within year standard today car plan recycling really toxic component little recycle run really cheaper soon going start charging car running expensive electricity band finally energy produced somewhere else resulting pollution simple calculation take account energy loss grid battery poor performance eventually yield ageing electric car another polluting banger hydrogen run car proven feasible yet,96.0,,,,,,,,
whatever say expert according saying electric car saviour environment lessen pollution advantage one would buying,18.0,,,,,,,,
every country world electric car catching advantage outweigh disadvantage cheaper run reduced tax emission tax congestion tax ask people one abroad meanwhile want continue polluting old beloved banger go desert island live poorer side pl voter according give running f k expect,46.0,,,,,,,,
sooner later adapt caput,5.0,,,,,,,,
already gone used nissan leaf k cheaper toyota vitz tell battery expensive probably upgrade car need new battery even change make year spending much le electricity petrol spending much le service since engine oil filter spark plug change also keep using old car long want law ban import new petrol diesel hybrid car basically anyone keep buying used car petrol diesel last one scrapped number non electric car small cannot buy fuel part,74.0,,,,,,,,
well actually benefit public mean people build buy park garage instead using precious street parking thus freeing street parking people visiting alternative uk making parking space paid installing parking meter every street everyone rush buy garage save day people car sell one need instead hogging spot road,48.0,,,,,,,,
necessarily option parking street paying use public charging station expensive charging home still cheaper petrol per km driven alternative option rent car goto min ride share cool per trip including driver think decade even need car,37.0,,,,,,,,
buy one seeing poorer side stop moaning save one like buying first car say saving couple year buy new car family enough payment nat minister dalli may god grant long life enjoy fruit devalued maltese pound adding thousand price complained told best interest country heart would believed mr,52.0,,,,,,,,
forced buy electric car,4.0,,,,,,,,
let u wait see say getting excited scooter good idea malta see much rain,16.0,,,,,,,,
fully agree block subhumans,6.0,,,,,,,,
written true nazi fashion,4.0,,,,,,,,
calling name,2.0,,,,,,,,
miserable frustrated self calling others name nazi called others subhumans russian exact russian soon showed mad nazi leader subhumans remember blogger natters used call labourite good number drubbing soon showed labourite,40.0,,,,,,,,
corrupt current lot power,4.0,,,,,,,,
oner corrupt party malta beloved pl stolen many public property amongst australia hall,14.0,,,,,,,,
made day wrote something go uttering contradicting true said wouln said think leap friend,19.0,,,,,,,,
write care online insult labour troll many keep thought want subject systematic character assassination name public domain message carabott clear shut expect barrage insult,26.0,,,,,,,,
true noticing every government,4.0,,,,,,,,
sorry government pn administration systematic pilfering critic people chose criticise choice something forced onto political party pn free speech real genuine,26.0,,,,,,,,
yes noticed one support toxic joey one keep opinion self,10.0,,,,,,,,
another one idiotic idea true would answered friend way mean even friend believe writing,15.0,,,,,,,,
something feel time,3.0,,,,,,,,
frustrated friend fact lager,5.0,,,,,,,,
turd,2.0,,,,,,,,
independent one thing like government telling buying electric car expansive compared gasoline reduce price first,15.0,,,,,,,,
could agree date important earth one imagine buying decent electric car costing k k still expensive surely intended middle low class earner,23.0,,,,,,,,
rich amongst current buy car,5.0,,,,,,,,
let u see date ight year reduce price,9.0,,,,,,,,
one thing pm said one forcing buy electric car second one going done stage third one year time price electric car object tends go,24.0,,,,,,,,
well gov set cutoff date yes forced buy electric secondly hoping price go well wishful thought expensive produce concern start taxed present car old old force introduction electric car,32.0,,,,,,,,
worry predicting year year license fee keep going force u indirectly buy electric car agree idea long heavily subsidised,22.0,,,,,,,,
hater understand logic see one sentence come shite,10.0,,,,,,,,
added paul schembri wrote also incentive like country one us electric hybrid car also start saving get new car change take year come,25.0,,,,,,,,
need save well mean spend hard earned money meaning le stuff choice buy cheaper,14.0,,,,,,,,
starting protecting limited land resource stop building madness malta gozo malta gozo today become land half million polluted car truck tractor vechiles cruise liner ship etc erc much harm done malta gozo past year anything put place help one bit let u hypocritical say one thing,57.0,,,,,,,,
tax person trust cost million per annum sai mizzi salary per annum million per annum electrogas azerbaijan dubai ten million direct order million beinf paid various govt agency try repair damage financial service industry add hundred million per annum lower tax etc etc,47.0,,,,,,,,
muscat pave street wall gold shall continue enjoy denying unscrupulous crony vote keep word quit,22.0,,,,,,,,
cry wilderness friend let u wait next election perhaps one pn dinosaur left island,15.0,,,,,,,,
vote needed tomorrow see one best budget given maltese people sit back enjoy well case suck lemon,17.0,,,,,,,,
going watch jurassic dinosaur three hour reading boring script full bragging giving peanut monkey vote bonanza crony need budget dispose ample independent mean flush muscat budget toilet turn suck something else given politician,38.0,,,,,,,,
sitting mp lead example ditch expensive fuel guzzler switch electricity powered vehicle sorry forgot mention would lose fuel allowance second spouse car way never mind let eat cake,30.0,,,,,,,,
far aware cruise liner biggest pollutant sure inner harbour region limit number entering harbour much city med,19.0,,,,,,,,
tell u proper serious investigation conclusion corruption held ups please,10.0,,,,,,,,
yet see one public pedelec charging point pedelecs far outstripping electric car sale eu enough car driver might much pressure change pretty much across board cannot make flyover widen road say driver oh mind drive use bus need stick carrot look like electric car stick far softer thing cue change behaviour saying,60.0,,,,,,,,
rest europe malta ban euro car possible see still maruti fiat uno across island look like cuba obligate scrap class air better,25.0,,,,,,,,
history teacher one interested history interested future muscat made bleak entire maltese nation dumb sheep applauding including foolish looking minister sitting front taken,27.0,,,,,,,,
matter popular wagon win vote cheer upper echelon win win situation joe oh yeah environment win,18.0,,,,,,,,
problem government inflicted worst environmental damage malta permit sized development given like pastizzi excessive development accelerates climate change unnecessarily precisely greedy developer increase greedy profit,32.0,,,,,,,,
government fair construction boom malta start labour continuation,8.0,,,,,,,,
continuation acceleration allowing developer please pa issuing permit thousand apartment many remain unused unsold many year amending policy make easier developer build bigger development measure consume material resource measure accelerate climate change,35.0,,,,,,,,
acceleration economy booming blame player blame game capitalism booming economy see u given prosperity budget,15.0,,,,,,,,
booming economy sustainable steroid pumped economy construction bigger fall happens hyping construction sustainable neither environmentally economically muscat worse hypocrite pretend go sustainability,30.0,,,,,,,,
course sustainable joe need find right balance agree kind balance favour construction supply demand market correct time come like good old capitalism system government bail company go bust let u wait see,32.0,,,,,,,,
vent incurable frustration humiliating rejection maltese people punishing unleashing integration,14.0,,,,,,,,
hypocrite muscat announces first climate change measure many thing done corrupt regime fuel climate change building road inadequate public transport causing widespread traffic congestion rampant construction massive oversupply apartment remain empty muscat injects construction industry steroid first time buyer chance hell stepping onto property ladder unless helped relative hypocrite come tell u climate change,69.0,,,,,,,,
inclined believe kaz top world class scientist,8.0,,,,,,,,
wonder get even richer importation charging battery bet already crony wing done enrich someone using climate ceased pretext nothing done benefit nation left great social engineer,30.0,,,,,,,,
labour government give u tax break electric car time come,10.0,,,,,,,,
prefer old polluting banger really need car start saving cannot continue polluting want co operate,18.0,,,,,,,,
another sunday homily brussels reject still venting frustration defenceless maltese people keep word quit rid u sardonic smile ever,25.0,,,,,,,,
budget expecting card game old maid made number one national sport,11.0,,,,,,,,
employment thousand crony fantastic salary enjoying one seems sustainable without difficulty hypocrite liar,17.0,,,,,,,,
point question enemalta going differentiate electrical consumption charge battery rest household another meter dedicated circuit,17.0,,,,,,,,
charging battery done night therefore night tariff made cheaper,9.0,,,,,,,,
nope take place country use meter benefit outweigh cost otherwise one buying like already thousand,17.0,,,,,,,,
lucky population forced purchase type car price far exceeds internal combustion type freedom choice anyone,15.0,,,,,,,,
stop writing nonsense morning wenz hu go live third world country like man delia sent back greedy impoverished country ate much dozen native take old car always grumbling anyone take like seriously tom welcome open arm grumpy old men woman find solace like psychiatric ward,52.0,,,,,,,,
true seems hear pm said one going forced buy electric car price stand today coming year price tend fall expected price electric car,23.0,,,,,,,,
omg earth shaking news prof gone president budget signed submissive subjugated maltese people biting nail unable wait discover wonderful gift brussels reject bestow paid tax money level grovelling slave people reduced reminded former budget mintoff regime labour mp would spend evening knocking bench house price gram tuna lowered cent history repeat tonight tuna respect miserable increase pension pl crony enjoy six digit salary perk rejoice landslide majority,78.0,,,,,,,,
sorry disappoint carabott well standard living thank god depend brussels reject budget hence gastric acid remain unaffected,23.0,,,,,,,,
omg really frustrated,4.0,,,,,,,,
spin,1.0,,,,,,,,
nowadays smile longer long long face,6.0,,,,,,,,
ignoramus said anything extra euro k really listening think listen budget speech,14.0,,,,,,,,
wanted eu eu dream come true like,7.0,,,,,,,,
proposing racist sob concentration camp gas chamber,7.0,,,,,,,,
nazi contrary trying feed u go read good book,9.0,,,,,,,,
well like modern society good marketing today capitalist,8.0,,,,,,,,
next definitely electric hydrogen enjoy rebate emission really energy still need produced certainly cleaner lower cost transportation get public transport commercial vehicle least especially monstrous construction one compulsory electric lpg hydrogen,33.0,,,,,,,,
heard recent electric car google tell direct sure dutch estonian similar anyway easy find,14.0,,,,,,,,
talking electric car cheapo h junk,7.0,,,,,,,,
absolutely wrong,2.0,,,,,,,,
,0.0,,,,,,,,
course even longer mechanical rubbish need constant maintenance look well aerodynamic,11.0,,,,,,,,
look like joseph easily plea glass bead couple mirror unless one insider person trust contract course,17.0,,,,,,,,
building constructor encouraged buy new machinery better position run roughshod remaining countryside could definitely decide whether pro environment pro ravenous construction,25.0,,,,,,,,
reply latter,2.0,,,,,,,,
malta became trash bin europe nice,6.0,,,,,,,,
really one hell ignoramus think first typing message check find saying total hogwash,16.0,,,,,,,,
free leave,2.0,,,,,,,,
yes free leave perhaps soon indigenous maltese made leave replace,10.0,,,,,,,,
patriotism got probably relative emigrated u uk canada australia etc immigrant diminish improve new country adoption people finding job leaving million economy guaranteeing pension,28.0,,,,,,,,
expert mixer lettuce fart may benefit mitigating circumstance low iq fault gene hence excusable,21.0,,,,,,,,
could afraid migrant inadequte wife might tempted get rid frustration sleeping migrant two play game pn shitwipe,23.0,,,,,,,,
setting academy tasked integration final stage obliteration maltese nation guess include extremist left wing academic make sure nothing make u maltese european survives believe fulfillment dream cancelling nation face earth africanizing islamicizing country,40.0,,,,,,,,
join tl leave lol let door hit way,10.0,,,,,,,,
fascist malta black flag party flag natzis fascist,10.0,,,,,,,,
everyone criticizes government perforce pn nazi intellect go far,12.0,,,,,,,,
population replacement,2.0,,,,,,,,
idea pack crap bullshit get hell,6.0,,,,,,,,
evil bile bicca blogger pn idiot,8.0,,,,,,,,
stand chance hell stay continue thorn side cretin,10.0,,,,,,,,
cretin nah mistaking dad thorn side mistaken good know flamed idiot like,16.0,,,,,,,,
since freely chose bring family member think saw father knee front african pant mother bending service another,18.0,,,,,,,,
mistaken parent mine shitwipe,6.0,,,,,,,,
james fenimore cooper wrote last mohican wonder write last maltese muscat definitely feature hero,20.0,,,,,,,,
million doubt whether enough embellish ta qali allocated afforestation meanwhile slaughter mature landmark tree continues unabated fool u,26.0,,,,,,,,
compared venturing space risking screwing cosmos pl style tree much worry say cosmopolitan true word,16.0,,,,,,,,
cosmos within reach screwing would next roadmap course coming back reality got used warping tactic whenever promise something actually mean opposite look happened master jaggler promised meritocracy transparency accountability good governance culture resignation,41.0,,,,,,,,
true,1.0,,,,,,,,
move electric car good initiative incentive need come people purchase first reducing electricity bill power,15.0,,,,,,,,
euro whole cent yup trick happened word like surplus best economy etc pn first pocket get peanut although red blinker say cover price increase,27.0,,,,,,,,
pn would give take back upping tax see difference,11.0,,,,,,,,
country like wage rise limited small country give rise side effect sure like forget payrise case adjustment previous year inflation service local product effect rise price plus another side effect malta wage like concertina give one euro one scale go scale know mean government fork every year billion euro small country like huge burden carry hence easy raise wage,61.0,,,,,,,,
wage chosen one guess ok affect country right,8.0,,,,,,,,
guess rounding figure would broken employer back shackled making hay,11.0,,,,,,,,
long budget speech big country say germany take assuming one poor minister look tired sound hoarse,16.0,,,,,,,,
idiot sorry said buy electric car force date yet set information eu want eu force u,16.0,,,,,,,,
really could walk stretch,4.0,,,,,,,,
implemented abroad applaud country denigrate hypocrite,13.0,,,,,,,,
read wrote calling hypocrite denigrate pointing practical difficulty said agree eliminating plastic liquid especially must sold container liquid food like cooking oil tomato ketchup vinegar water etc sold cleaning material like floor liquid fabric softener etc sold way much better possibly importer resort glass expensive weighs cost transport metal container might also used perhaps even carton need disposed easy solution government might hasty among first depend import must wait foreign solution first remember maltese proverb hasty cat want bet cut date mentioned minister postponed,95.0,,,,,,,,
detergent bottle made durable plastic reused multiple time glass bottle used milk excuse free continue polluting nothing bet one tying tree,23.0,,,,,,,,
type incentive house loan worst type interest saved end bank able lend money end developer jacking price basically end result money saved end pocket seller rather buyer,28.0,,,,,,,,
home ownership buyer cannot afford deposit eligible loan whilst building contractor given grant repeat grant buy new machinery continue devouring left countryside environment add fact struggling survive strive shelter head could hope loan whilst wealthy greedy speculator could rub hand grant poor getting even debilitated whilst unscrupulously greedy get firepower ruin left rock island home sadly destabilised want,69.0,,,,,,,,
yes low wage earner get loan castille paid tandem bank loan miracle work wonder insatiable building contractor managed snatch grant thus better position speculate highrises detriment naive citizen much knowing friend master good knowing master,44.0,,,,,,,,
feeble response might impress well oiled contractor minimum wage earner burdened two simultaneous loan cope ever,20.0,,,,,,,,
much absorbed political bias missed whole point issue loan intended individual could even afford save enough money pay initial deposit bargained property tell would dire situation building contractor land speculator businessmen person trust winning direct order low wage earner struggle keep going manage stay afloat,49.0,,,,,,,,
actually confusing issue involvement minimum wage earner reworded individual might cash handy potentially equity cannot w lost argument widening scenario away budget measure even environmentalist applauded course budget good pn loser would drown vicious gossip trying pick hole,45.0,,,,,,,,
reader digest ass jumping expedient conclusion propensity whoever fails impress,14.0,,,,,,,,
see lost argument plot verbosity save,7.0,,,,,,,,
much grumbling usual negative crowd budget must decent one even,12.0,,,,,,,,
internal problem reason grumble,5.0,,,,,,,,
anyone complain everyone getting something go price continuously going keep mass happy giving something,14.0,,,,,,,,
least minister voting happily surge electricity rate like gonzi pn,13.0,,,,,,,,
always go live congo price low,6.0,,,,,,,,
kind three living,3.0,,,,,,,,
look malta still undemocratic people think law want see comment well want live hide hole go ahead,20.0,,,,,,,,
yes want see banal comment,6.0,,,,,,,,
go take sure malta find someone fill space,8.0,,,,,,,,
think referring pn budget proposal,6.0,,,,,,,,
malta need pn function efficiently,6.0,,,,,,,,
new scheme see people cannot cover deposit buy house eligible government interest free loan maximum paid back year person capable save money afford deposit purchase property earth able meet monthly loan repayment year besides nowadays property worth,38.0,,,,,,,,
awake cost property deposit would deposit property worth paid back interest free year please wash face venturing comment,19.0,,,,,,,,
still replied individual afford make laon repayment get remaining balance deposit better wash face,16.0,,,,,,,,
woken yet understood scheme intended help difficulty raise amount required deposit loan problem loan repayment simply ready cash secure loan government providing cash enable get loan bank cash would give bank would grant loan required worried repaying loan simply cash get loan first place facility instead forking starting make monthly payment settle remaining interest making monthly payment bank settle full amount without fork beforehand interest free loan government geez difficult understand,75.0,,,,,,,,
difficult understand yes course earth pay k bank loan cannot even afford put front finance,15.0,,,,,,,,
sorry need minimum grey matter understand matter try patient teacher training come handy someone lump sum mean minimal fraction sum would required pay government month without additional interest pay got,30.0,,,,,,,,
greater monthly portion payable bank teacher include everything sir jocar,12.0,,,,,,,,
greater monthly portion interest else include problem paying back loan problem unavailable cash pay deposit problem eliminated,17.0,,,,,,,,
whole confusion mind know talking continue watching super one,9.0,,,,,,,,
stop talking mirror hopeless,4.0,,,,,,,,
exactly talking like talking mirror completely different wavelength,8.0,,,,,,,,
would want wavelength,3.0,,,,,,,,
