Text,nb_tokens,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
yeah yeah whoever whatever want comment page thank goodness tom comment policy clearly still insult people use want swear every word highlight condescending elitist privileged attitude congratulation success case noticed joseph borg comment sarcastic rhetorical question finance minister claim mentality joke government mentality,51.0,,,,,,,,
could afford place got married two income wasted money cr p marrying like people knew buying real estate even consider marriage without owning house first obviously going full monte bed kid dog suppose pretentious beyond mean,38.0,,,,,,,,
wrong renting nonsense could afford think important two people wish marry must home weird impractical since interested bedroom living kid dead pet,25.0,,,,,,,,
oil went barrel screaming government robbing oil gone past barrel get usual monthly adjustment upwards like used previous administration complete silence wonder,23.0,,,,,,,,
robbed enough cover,3.0,,,,,,,,
simple longer use oil power generation interconnector fixed rate negotiated pre government also using gas power station paying fixed price gas twice market rate gas purchased market rate electricity rate could even lower,36.0,,,,,,,,
well said,2.0,,,,,,,,
yes previous government used,4.0,,,,,,,,
case better loan bank believe buy property,7.0,,,,,,,,
depends wage market price,4.0,,,,,,,,
milk bread malta cost nothing,5.0,,,,,,,,
hell occupy justice lot,4.0,,,,,,,,
criminal breed criminal,3.0,,,,,,,,
intelligent comment,2.0,,,,,,,,
zeppiborg jjmicallef block comment sense,11.0,,,,,,,,
hell honesty,2.0,,,,,,,,
mention one macro economic initiative corrupt master implemented past five year contributed current economic growth see economic growth sustained next decade one,22.0,,,,,,,,
yeah sure rise euro week cover extra cost bread milk extra cost tackle next budget accepting economic immigrant never improve way life maltese worker jmo,26.0,,,,,,,,
stephen koludrovic oh yes improve acceptance economic migrant maltese see slave slaving away job normally filled maltese worker maltese worker retired live life luxury slave driver twice removed home foot verandah sipping cocktail cut glass goblet held well manicured hand,48.0,,,,,,,,
note deceit moron hold corrupt colleague unenviable record placing malta u sanction list oecd black list criminal list increasing number country said statistic showed statistic fact,36.0,,,,,,,,
professor scicluna moron wonder category come,9.0,,,,,,,,
know sure come category sorry excuse minister,7.0,,,,,,,,
well take one know one applies clever clog,9.0,,,,,,,,
could live moron opposer lackey category,9.0,,,,,,,,
jj micallef think missed point jj,8.0,,,,,,,,
lipservice best,5.0,,,,,,,,
adjust fast growing economy enjoy fruit going allowed open company panama bank account dubai share spoil direct government contract selling public land cent purchasing oil issuing permit odz consultancy job opm surely help u limp along mr scicluna,43.0,,,,,,,,
pay country due,3.0,,,,,,,,
one thing surely happen working class going loaded tax happened past,11.0,,,,,,,,
almost everyone nowadays work living noticed people matter much stashed away ali sadr perfect example one get taxed people offshore account company hidden jurisdiction panama,29.0,,,,,,,,
completely missed point usual ronnie none written relevant,8.0,,,,,,,,
could others,2.0,,,,,,,,
relevant article keep trying might receive government bonus quote disability people whose disability precludes working receive additional week benefit rising per week measure also apply people severe intellectual disability rather physical one,34.0,,,,,,,,
anyone life garage street loaded tax cost living increase help people pensioner finding hard make end meet hope,19.0,,,,,,,,
lucky paying style living couple euro calculated far enough,9.0,,,,,,,,
working class still pay vat therefore still carry tax burden,11.0,,,,,,,,
lying clown,2.0,,,,,,,,
people wavelength u commentator,4.0,,,,,,,,
totally amazing apoplectic jealousy alleged pn pig snout trough back administration placed convicted criminal crony switcher onto six figure salary expense applaud crumb thrown way point orgasm true demonstration intelligence,38.0,,,,,,,,
like misuse euphemism ethic title read budget help family adjust fast growing price many polite people use ethic euphemism hide truth moment thinking many religious statue smiling angel democratic majority depicted flying beside structure steel spike driven back carry weight occasional breeze give uplift uplift never equal weight carried spike back millionaire billionaire settling malta philosophy country low wage importing people higher wage country definitely immoral corrupt heavy load local people low pension low wage break maltese family value must change making money new value many youth disturbed know hold virtue humility modesty moderation regarded stupid christian morality regarded slave morality aggressive competition regarded highest virtue great success new form ethic euphemism always hide truth form social silence slowly reign malta ferocious camouflaged monster grows larger larger renzo piano building fed local contractor bankrupt mind generate long term national wealth clear sight majority angel still smile others least stopped smiling would add economist minister finance predicament whether project smile bawl cry sob weep politician choice appear smiling least public,194.0,,,,,,,,
load bull,2.0,,,,,,,,
economy may flourishing say alien news family struggled struggle continue struggle exactly mean budget benefit family,16.0,,,,,,,,
though everyone reaping fruit new economy would need government help adjust new found wealth,16.0,,,,,,,,
reading line look like getting rather year,7.0,,,,,,,,
kill success bury smile,4.0,,,,,,,,
psychopathic statement top delusional,7.0,,,,,,,,
plus total,2.0,,,,,,,,
beqqh beqqh let enjoy peanut spoil fun beqhhh beqqhh,21.0,,,,,,,,
jones seems making sound kin recognise,6.0,,,,,,,,
bird feather flock together,4.0,,,,,,,,
apparently enjoying tax rather peanut year ago,7.0,,,,,,,,
poor get poorer rich get richer system living cent increase day hehehehe tell u happy excited celebrate cent increase day,23.0,,,,,,,,
amen,2.0,,,,,,,,
kind budget expecting pn time budget poor truly got poorer lot hopeless,13.0,,,,,,,,
well really statistic show poverty increased time pn fed good time around get fact right,17.0,,,,,,,,
eh statistic quote statistic suit post link,9.0,,,,,,,,
money thing included mental state concerned jingle pocket rustle overstuffed wallet,14.0,,,,,,,,
,0.0,,,,,,,,
budget never seen anything like life thank joseph muscat pl,12.0,,,,,,,,
exactly next election,3.0,,,,,,,,
far far away,3.0,,,,,,,,
tell marine,2.0,,,,,,,,
new tax tariff duty never seen anything like life one many got,12.0,,,,,,,,
new tax tariff duty,4.0,,,,,,,,
,0.0,,,,,,,,
mentioned mr attard new tax open eye take red spectacle,12.0,,,,,,,,
mentioned mr attard tax,6.0,,,,,,,,
new budget none might aware negative thing done outside budget used happen efa time lg time also jm island long enough time,25.0,,,,,,,,
great abudget without increase excise duty start smoking drinking hahahahahah,17.0,,,,,,,,
would favour increase price cigarette drink drinking dangerous person try drive inherently hurt people around drinker,17.0,,,,,,,,
much understand comment think self explanatory,9.0,,,,,,,,
apply unemployment benefit lose business miss,6.0,,,,,,,,
yes thank eddie fenech adami vision malta joining eu building financial gaming infrastructure brought economic boom joey selling world fruit enjoyed exploited government sown efa turned country socialist place eu country obstacle including joseph muscat,41.0,,,,,,,,
funny economic boom pn eddie gonzi never tabled budget surplus least balanced budget accumulated debt billion happened going mention eu fund fund selling money making machine like midmed mia others vision talking everybody malta would rich,41.0,,,,,,,,
well inherit country zero infrastructure nation wide power cut scheduled save money technology illegal national threat bribe minister tv set forced eat sub standard local food carrying news paper opposition end mugging news agency burnt ground government thug local bank driven bankruptcy government causing hundred family lose lifetime saving national airport look like shabby colombian drug dealing airstrip etc yes take year billion cash turn kwazi communist state eu economic center mention global recession sky high oil price hit u cheek mention midmed bank mention dear joey selling money making machine country selling country ipp scheme stashing million private offshore account causing severe reputation damage malta wonder always remain mickey mouse country idiot like,122.0,,,,,,,,
old six year old,4.0,,,,,,,,
old five year old,4.0,,,,,,,,
need add another fifty mentioned thanks,6.0,,,,,,,,
need add another mentioned thanks,5.0,,,,,,,,
living,1.0,,,,,,,,
read budget speech last year today budget total replica traffic environment public security education health local council dozen pending issue pushed aside initiative mediocre budget,27.0,,,,,,,,
short term solution great long term clue vote guess,9.0,,,,,,,,
regard pension time malta reporting first pension income remain tax free present situation pension exceeds pay full tax pension deducted pay tax remaining amount changed please thanks,28.0,,,,,,,,
first pension income remain tax free foot still pay hefty income tax bill,15.0,,,,,,,,
better think future plan start saving,6.0,,,,,,,,
couple single,2.0,,,,,,,,
pay tax paid nothing nothing le lucky,7.0,,,,,,,,
couple pay tax first pay tax anything reason increase couple might gone limit set last year would gain nothing,19.0,,,,,,,,
one word outstanding,3.0,,,,,,,,
new tax free transport student increase pension well done joseph brilliant budget,12.0,,,,,,,,
increase pension even pay one hour househelp brilliant,10.0,,,,,,,,
carers help matter expecting euro week honestly reasonable cannot expect massive increase without adding new tax money fall nowhere fact even increasing pension good amount already something commended let alone fact increase water light bill,36.0,,,,,,,,
empty property brought standard would great help younger maltese mean modern standard second rate standard,15.0,,,,,,,,
multitude social benefit necessary palliative economic policy impact big way large segment population namely hike price property rent hefty increase price necessity palliative social benefit make problem le severe solve,36.0,,,,,,,,
ok budget,2.0,,,,,,,,
always forgetting gas distributor,4.0,,,,,,,,
gas distributor different rather priveledged entitled special treatment,11.0,,,,,,,,
getting deserve,2.0,,,,,,,,
deserve kind protection make sure territory taken somebody system efficient cost effective,12.0,,,,,,,,
small business incentive help combat rise expense incentive avoid increasing price,11.0,,,,,,,,
social partner satisfied except pn,6.0,,,,,,,,
feed peanut get monkey clapping must say become polarised sick nation,12.0,,,,,,,,
going argument monkey see thing different let remind today young family benefit free childcare service yearly saving saving first time buyer scheme reduction electric bill free transport service student per child increase child allowance many year reduction income tax tax rebate worker refund vat spend wedding among others think peanut,54.0,,,,,,,,
course get spend get enough never enough including wealthy,9.0,,,,,,,,
show true large number million mean absolutely nothing man street never seen thousand bank account one time fool sheep u thought million cafe premier deal soon joseph muscat took office cannot believe seeing latest direct order million euro mean euro per man woman child okay long get peanut fall table master happy becasue cannot imagine kind steak eat panama getting peanut indeed,66.0,,,,,,,,
aquarium anyway direct order cost maltese euro much five billion debt cost cost one including including interest service approx number rounded figure based population half million answer ten thousand euro principal interest another per year even get cicra never mind peanut,43.0,,,,,,,,
mr dimech cannot agree benefit must say budget lack vision area even mentioned considered area suffering immensly especially agriculture fishing commuting construction regulation enviorement education rule law many love peanut love country budget set month plan beyond benefit mentioned like giving fish rod yes reaffirm feed peanut get monkey clapping luckily one,63.0,,,,,,,,
received fish instead thankful want waste time teaching fish knowing teaching fish would probably want buy rod bait monkey greedy monkey,21.0,,,,,,,,
anybody tell went,3.0,,,,,,,,
forget shampoo,3.0,,,,,,,,
affected standard living problem nobody solve,6.0,,,,,,,,
one massive tower pembroke one tigne one mriehel one gzira pipe line manoel land paceville,23.0,,,,,,,,
urban garden project convert public space green area good proposal pm start razing ground paola local council built public open space child playing field make person responsible environment destruction pay pocket,33.0,,,,,,,,
instead trying solve problem find easiest way give subsidy problem persist,11.0,,,,,,,,
bad budget overall got absolutely nothing self employed worker,9.0,,,,,,,,
excellent budget maltese people short range vision best shove short term gain face without long term solution sight basically throwing money solve symptom rather address root issue,29.0,,,,,,,,
back childhood salary like lm per week paid everything tuition exam uniform nowadays kid c bedroom tv computer government deems necessary aboslish exam fee go figure,30.0,,,,,,,,
time old pn government used give increase worked percentage thus percentage set person earning per week would get increase hypothetical friend make per week would getting increase per week,30.0,,,,,,,,
c day raise present low cost living beheaded save thousand euro invest govt bond wow,15.0,,,,,,,,
increasing university stipend yet still pay visiting lecturer measly hour tutorial country gone completely reverse,20.0,,,,,,,,
bless labour guy amazing heart gold glad running parliament wish government world like current maltese party viva joseph muscat,21.0,,,,,,,,
mention giving free medication chronic disease yet scheme promised osteoporosis mention one,16.0,,,,,,,,
people caring somebody eligible carers allowance must game changer carers age come whole thing farce smoke screen earth individual sleep night,25.0,,,,,,,,
bed x,2.0,,,,,,,,
weekly enough worker people like zammit lewis need per hour government lower fat salary justified,17.0,,,,,,,,
work full time child benefit budget great,7.0,,,,,,,,
well someone pay joking serious note cannot afford child,9.0,,,,,,,,
funny watch maltese thinking big country everyone looking copying uk budget day stupid briefcase reality one care usual nothing original contribute culturally politically copying everything everyone else failing execute every time,31.0,,,,,,,,
miserable negative person cassar cheer life short,8.0,,,,,,,,
year budget indeed lousy worse one ever followed compensate u pensioner cost living price necessary daily requirement shooting day day euro weekly increase pension enough cover exaggerated high cost certain product like bread dairy product medicine etc getting dearer day suggest premier joey review cost living u poor pensioner shooting severely thus make difficult cope mere increase euro increase year budget granpinto hamrun,70.0,,,,,,,,
public service employee earn reduced ni pension deprived pension paid contribution daylight robbery mintoff never adjusted subsequent government since,20.0,,,,,,,,
understand point far know labour party mintoff introduced pension mintoff mlp introduced pension,16.0,,,,,,,,
public service employee earn reduced ni pension deprived pension paid contribution,11.0,,,,,,,,
pension capping applicable worker parliamentarian prime minister president republic besides judiciary also done mr mintoff co,19.0,,,,,,,,
right mintoff introducing pension one also deprived service pension full national insurance pension although paid last cent contribution full pension service pension nothing national insurance pension,27.0,,,,,,,,
real pension unless employed government prior mp member judiciary others capped,11.0,,,,,,,,
referring opted lump sum,4.0,,,,,,,,
employee paid requested ni getting nothing extra ni payment simply earn amount paid minimum required ni payment pension,18.0,,,,,,,,
nothing announced stop discrimination foreigner foreign business particularly maltese bank,10.0,,,,,,,,
maybe pull,2.0,,,,,,,,
good idea malta already overpopulated,7.0,,,,,,,,
came good stay better,4.0,,,,,,,,
sarcasm,1.0,,,,,,,,
would suggest,2.0,,,,,,,,
suggest decent increase worker proposed weekly increase insult insult hearing pm muscat blaming previous administration th budget,19.0,,,,,,,,
would suggest weekly increase,4.0,,,,,,,,
reminder returned,2.0,,,,,,,,
inform,1.0,,,,,,,,
ant pavia please inform u return,7.0,,,,,,,,
kindly refer parliamentary question answer,5.0,,,,,,,,
according pm yes,3.0,,,,,,,,
explain,1.0,,,,,,,,
try,1.0,,,,,,,,
think better eur per hour job,7.0,,,,,,,,
prefer month returnable like,5.0,,,,,,,,
least full cost profitable malta surely monthly added wasteful burden simply added already burgeoning national debt,19.0,,,,,,,,
profitable malta know nothing work china never told brought malta pm never revealed great work done saleman sic malta enterprise supposed employer even record work reporter called company shangai told one name worked still receiving sum one know,40.0,,,,,,,,
euro per hour euro month nothing everyone would able go monaco spend euro three day,15.0,,,,,,,,
ever heard cola know givernment decide cola since worked according formula created year ago stakeholder,18.0,,,,,,,,
created year ago mean recalculation long overdue,11.0,,,,,,,,
ye good screen hide behind,5.0,,,,,,,,
proposed cola based mechanism introduced agreed upon party consider lucky government applies everybody country country leave union insult say previous government raise pension child allowance year year fact suggestion whiner working salary wage enough live get better paying job retired plan ahead working paying next nothing rent try make one blame predicament government taxpayer,58.0,,,,,,,,
previous government removed cola pensioner gave full rise pensioner given euro bonus year pensioner wished continue working could without losing pension supplimetary pension given certain income mention service made available elderly like telecare meal wheel handyman service home help etc,50.0,,,,,,,,
last week arm foreigner malta seems today found measure use government grow cassar,14.0,,,,,,,,
malta belongs maltese foreigner,4.0,,,,,,,,
tell voted eu accession since malta belongs million eu citizen,10.0,,,,,,,,
thought laborites proud first everything eu,7.0,,,,,,,,
eddy also labour minister voted joining europe worked hard convince labour party supporter vote yes europe mention late lamented minister joe grima programme tvm invited two staunch p n suppoters ivan bartolo presently p n member parliament take part program another labour minister also voted join european union lino spiteri may add malta accepted e member three labour member parliament jumped band wagon contested become member european parliament joe muscat alfred sant mistaken third one attard montalto add insult injury nationalist party elected two candidate,100.0,,,,,,,,
correction used belong,3.0,,,,,,,,
dr muscat said proud lead government taken anything people dr muscat government need budget take anything people example increase fuel also increase excise duty included last budget,32.0,,,,,,,,
alfred mangion permit add joe muscat took lot people enough mention hundredrs thousand unskilled labour supporter apart appoining many many staunch labour supporter high important position earning unbelieveable salary might well mention fact never taken action openedpanamacountries includes konrod mizzi keith casco egrant last one opened differently first two,72.0,,,,,,,,
malta right track jump better seen every department even admit becouse anti labour go wreck progress made still made speak,22.0,,,,,,,,
rent doubled past three year nothing changed u budget,9.0,,,,,,,,
crook everywhere,2.0,,,,,,,,
scrap lazarus table snout national cornucopia enjoying multiple high salary generous perk handsome retainer prospect uncapped multiple pension crumb thrown economy said booming booming alright barely survive see improvement miserable life,39.0,,,,,,,,
sorry happening joined beloved eu efa reign remember,9.0,,,,,,,,
still eu easy ex ant eu government take u must found profitable,12.0,,,,,,,,
everywhere go people world busily working literally world ghana uk italy serbia ukraine nigeria name restaurant shop public transport taxi building site everywhere look cannot speak maltese kid matsec know dun karm heart important restaurant cafe full even spilling onto pavement road hard luck parking drive around block get blue sticker know someone year maltese invested wisely property reaping reward rent room sliema place valletta huge sonic boom luxury beach club lido along coast tuna slime real problem pool jap want tuna without slime tower reaching sky bringing millionaire tenant expat worker money maltese great meaningful job government public entity protecting data mater dei plenty security need nurse teacher cushy job nothing teach kid know already maltese career woman work afford nail visit dietician men watch football sky everyone contact facebook twitter need talk pastizzi lunch gone cent buy foreign vegetable galore avoid local pesticide pl mp opt elitist private school ryan air cheap yes moved since mintoff socialist capitalist pn thank god one thing changed end rectangular box best pay,198.0,,,,,,,,
expect barrage envious hateful shout hate full eu club fed dcgs gang arriva bus fiasco kid,22.0,,,,,,,,
aaa economical performance really competent fiscally responsible government helm result long gone day austerity gonzipn,21.0,,,,,,,,
flaunting surplus society gain long run pensioner family vulnerable public large helped improve standard living kind face lift environment experience coming year going experience depletion left,31.0,,,,,,,,
lackey know better meant praise mighty affording leftover crumb,13.0,,,,,,,,
remind national dept exceeded billion euro mundane citizen lucky get made surplus probably would cash personal belonging fool fall exaltation surplus meant nothing except chosen head board corporation etc getting hundred thousand figure head position,37.0,,,,,,,,
red light bitter simon predicted political demise,7.0,,,,,,,,
spite harm done casa coke simonfalz metsola bidnija vice co,15.0,,,,,,,,
trading economics malta rank th lower eu average th highest rank country last previous highest lowest sweden dec denmark dec austria dec belgium dec netherlands dec finland dec slovenia dec luxembourg dec ireland dec portugal dec germany dec iceland dec france dec greece dec spain dec united kingdom dec italy dec euro area dec switzerland dec european union dec norway dec croatia dec cyprus dec malta dec turkey dec poland dec latvia dec slovakia dec liechtenstein feb albania dec czech republic dec estonia dec isle man dec moldova dec ukraine dec hungary dec lithuania dec serbia dec belarus dec russia dec bosnia herzegovina dec bulgaria dec kosovo dec macedonia dec romania dec montenegro dec,114.0,,,,,,,,
happy even people mobile tv still live garage car cannot afford high rent,13.0,,,,,,,,
still afford buy lotto super ticket right,8.0,,,,,,,,
figure text billion waste time rag sometimes,7.0,,,,,,,,
oh billion billion red prior,5.0,,,,,,,,
thank god mlp inherited well oiled economy country reaping benefit labour failed add usual actually believe thing firing cylinder anything lout joseph done since government,30.0,,,,,,,,
lol unemployment time high eu threatening excessive deficit procedure international agency downgrading malta credit rating every corner manufacturing closing shop malta employer association complaining malta losing competitivity well oiled pope,37.0,,,,,,,,
yes father labour supporter peeing worrying horde sicilian coming take away cannot get enough gravy train manufacturing yesterday labour,22.0,,,,,,,,
dear lord really fricken nut case thank please continue living world want car want honk horn bastard want live ugly building secured alarm love dog mention politically stupid people definetly one world,36.0,,,,,,,,
well billion black liri maltin left mlp turned red year pn administration,16.0,,,,,,,,
common sense tell,3.0,,,,,,,,
gahan common sense,4.0,,,,,,,,
money first policy malta made top europe declared money,9.0,,,,,,,,
mistaken maastricht treaty state national debt gdp ratio exceed maybe wrong adjustment criterion,16.0,,,,,,,,
meanwhile travelling around europe people ask guy corruption care surplus,10.0,,,,,,,,
really seem bumping envious one lolli p,10.0,,,,,,,,
another destructive budget pn hope ever getting back power well done dr muscat,16.0,,,,,,,,
simen busy preparing caldron conspiracy theory deliar trying join witch,14.0,,,,,,,,
master simen tell lolli p,7.0,,,,,,,,
utterly childish grow,3.0,,,,,,,,
know simen childish lolli p,7.0,,,,,,,,
kill success bury smile,4.0,,,,,,,,
great rental scheme introduced next year,6.0,,,,,,,,
completly wrong cikk pension free tax first income receiving pension increase full without deduction,18.0,,,,,,,,
agree,1.0,,,,,,,,
today first time life sorry leader opposition loo name everything good delia going counter budget,17.0,,,,,,,,
boring keep using word give giving give accustomed year hearing word pay tax tariff sacrifice etc,16.0,,,,,,,,
black cloud storm fault predicting surplus oops etc etc,10.0,,,,,,,,
bet pn would come say budget based idea sure say could done better bad loser,16.0,,,,,,,,
yes need medicine sudden attack pissing behind,8.0,,,,,,,,
least stock lolly p,5.0,,,,,,,,
one budget scheme public space converted green area give idea may start site zonqor,17.0,,,,,,,,
chosen corrosive word vivid example exemplified hate best,10.0,,,,,,,,
cannot blame many year reading running hatred,7.0,,,,,,,,
come aid track record much better though bad,8.0,,,,,,,,
come aid came rescue sharing useful information,7.0,,,,,,,,
gullible thankful fed absurdity altruistic comment really touched heart,14.0,,,,,,,,
seems interested pushing shady deal like aum anything else pa board member chance case blame,16.0,,,,,,,,
yes last six year reference would much boast,9.0,,,,,,,,
last six year pn got drubbed election record margin something boast really flamed dickhead,20.0,,,,,,,,
think people living parallel universe way see future order government sustain aging population invested sector heavily rely younger worker order maintain competitive advantage getting cheap labour abroad mean sustain imminent pension mean time housing rent sky rocketed way one affords wage remained untouched worsened due cheap labour hence getting paid le chance finding accommodation hazy pension scheme future bank decreased credit rate keep cash flow within population order sustain spending due risen cost living housing inflation possible mean u save money buy property interest rate lowest ever held order sustain credit loan increased property price call success,99.0,,,,,,,,
although cannot say good budget still disappointed fact local service pensioner receive increase pension mention discrimination pensioner experienced year half entitlement national insurance pension reduced banal excuse service pension paid n contribution entire working life full pension since paid full amount full pension pretend full pension reduced pension,53.0,,,,,,,,
peanut monkey,2.0,,,,,,,,
time bed wake defunct party together acolyte,9.0,,,,,,,,
party,1.0,,,,,,,,
haha go back time malta negative friend enjoy others company moaning groaning everything,14.0,,,,,,,,
said like true monkey,4.0,,,,,,,,
another great budget social conscience harm ever continuing great economic leap onwards forward,13.0,,,,,,,,
please explain one paying national insurance income tax monthly amount know many food item went price last week buy food given free family eat free victory kitchen p family member vegetarian save money take mow roundabout traffic island,39.0,,,,,,,,
please explain one paying national insurance income tax monthly amount live pocket money job lazing bench village square,19.0,,,,,,,,
work always complain much work saying live charity work time work never habit staying bench village quitting party opportunist started work ever since used give free time secretary cashier real malta labour party today ended corrupt scandalous opportunistic abusive bullying party left election happy beg charity anyone fend fight others need start living exisitng,67.0,,,,,,,,
monthly wage amount euro mean nothing even pay tax social security school boy girl get amount pocket money parent besides really earning wage mean unemployed country full employment surely find work higher wage situation full employment simple demand supply economics,40.0,,,,,,,,
one pay ni tax one left course pay tax politician pay tax tax department fear people anything get trouble might land transfer loss overtime promotion whatever maybe one civil service scared people ask lawrence gonzi example later side called important people believe might right get data finance department check see corruption every department collect data,57.0,,,,,,,,
weekly increase budget social conscience add insult injury pm muscat blaming previous administration th budget,17.0,,,,,,,,
believe lemon go price suggest squezzing lukewarm water help suffering bout gargarella,18.0,,,,,,,,
pn apologist smelling another massive defeat poll coming may hence angry arrogant moanings get pn overseas cohort try stop undermining malta performance,29.0,,,,,,,,
system used today calculate cola system introduced gonzipn worker given euro gonzipn took euro behind back hear complain,24.0,,,,,,,,
kola set corrupt party government ever complain used exuberant energy bill pay euro weekly increase price living index general public euro increase per week pn cabinet ever complain government finance go time excessive deficit pocket monies finish raise national debt five billion euro,48.0,,,,,,,,
perfectly right second legislature opportunistic party general public getting drop joseph muscat co took amount tax credit first budget,24.0,,,,,,,,
good job guy gal new adjusted tax already good enough additional measure favour bonus,14.0,,,,,,,,
new tax buy fuel milk bread weekly increase vanished,9.0,,,,,,,,
moan moan moan try dress pn nothingness,9.0,,,,,,,,
one never utopia joe budget liking one say sure hell beat every previous pn budget still doubt many think way,21.0,,,,,,,,
really hope never rely government fund benefit live life go work every morning hey joe happy buy another pair shoe first two pair shoe wardrobe,25.0,,,,,,,,
say amazingly truly transformational compared bloody corrupt arrogant faux superior basta d place,15.0,,,,,,,,
time round leftover crumb spread wider area crumb got smaller thinner effectively satisfied nobody except already levelled pocket empty headed fed hallucinating propaganda good luck virtual satisfaction,33.0,,,,,,,,
good thing little crumb heavy utility bill surcharged vat increase increase licence etc etc etc although pene promised reduce tax band never pl introduce measure see gahan,32.0,,,,,,,,
government lower vat rate six year government ever heard infamous hitch utility bill remember licence sky rocketted first lp legislature remember failed promise give public service pensioner full social service pension nap need,36.0,,,,,,,,
seriously said crumb spread wider area living malta gahan fantasy world course nap sound mind better future pl awaits starting tomorrow,24.0,,,,,,,,
suppose start better future six year ago oh happened infamous road map started back starting line panama good point well meant nap,22.0,,,,,,,,
well majority started better future pl government confirmed certain force may add fact pl keep thrashing pene every corner increasing majority every electoral contest,26.0,,,,,,,,
gahan squared spoken world shaking,6.0,,,,,,,,
look much squarer anybody else staggered surname speaks volume,10.0,,,,,,,,
yeah sure doom gloom,4.0,,,,,,,,
right man doom gloom glitter propaganda doped gullible right minded leftover crumb even qualify dog food let alone hard working respectable citizen corrupt neither respectable let alone hard working merely blood sucking louse feeding gullible either qualify former good luck latter miserable either way nice day,54.0,,,,,,,,
man oh man outburst really must calm bad turn nice day propaganda doped labourite,16.0,,,,,,,,
good budget well done whole team,6.0,,,,,,,,
sir good dressing pn lost problem quite rightly said people believe ilk lost credibility,17.0,,,,,,,,
case situation get worse get better time retract present path problem compounded solution provided simply interest big business political elite safeguarded whereas big majority considered expandable course hard core labourite support joseph end hanging power even understand mistaken policy enacted unless new majority formed future bleak government dictatorial future,56.0,,,,,,,,
exorbitant increase property rent price tax job construction cost remaining level previous year increase due many foreigner coming malta work sharing accomodation people sharing rent large flat paying eur per month rent go eur per month maltese family afford kind rent maltese employer quite rightly cannot double wage salary rent doubled last year pa foreigner entering malta work anomalous situation created artificially small country like malta differentiation many gap income group people widening situation cannot tolerated government responsible allowing happen please continue annoying political remark look objective fact forget propaganda,101.0,,,,,,,,
exactly labour sucker still blind fact,6.0,,,,,,,,
good news price lemon gone enjoy lemon squeezing lemonora,10.0,,,,,,,,
thanks advice pycho joe,6.0,,,,,,,,
exorbitant increase property rent price tax job construction cost remaining level previous year increase due many foreigner coming malta work sharing accomodation people sharing rent large flat paying eur per month rent go eur per month maltese family afford kind rent maltese employer quite rightly cannot double wage salary rent doubled last year foreigner entering malta work pa anomalous situation created artificially small country like malta differentiation many gap income group people widening situation cannot tolerated government responsible allowing happen please continue annoying political remark look objective fact,99.0,,,,,,,,
grant given eu maltese government,5.0,,,,,,,,
given maltese govt,3.0,,,,,,,,
say mine came eu rush paper work qualify grant,9.0,,,,,,,,
well mine came maltese government,5.0,,,,,,,,
eu give government allocation,4.0,,,,,,,,
seem know ask,3.0,,,,,,,,
seem know,2.0,,,,,,,,
finland country rule law prevails prison sentence online troll harassed finnish investigative journalist finnish court sentenced ilja janitskin month prison charge cyber harassment investigative journalist second man johan bckman also work online portal mv lehti also given month suspended prison sentence two men subjected journalist jessikka aro cyber harassment also ordered pay damage malta troll harass journalist politician effort silence rewarded financially kind,76.0,,,,,,,,
budget everyone yeah right common people million castile gang member panama come,12.0,,,,,,,,
pensioner got euro month still eddie boy would satisfied thousand week live,13.0,,,,,,,,
bullshit budget usual promising great promise giving nothing duplicate last year budget tax duce say everything sun went soaring bread fuel water electricity robbed milk product list go know people going survive measly crumb given wage pension rise people open eye realise incompetent labour government care even le gozitans labour government think money money money put pocket,67.0,,,,,,,,
much doubt people cannot stay stupid forever,7.0,,,,,,,,
sometimes truly unfathomable kaloo forgive,10.0,,,,,,,,
certainly need forgiveness kaloo would brain examined cannot see way incompetent labour government manipulating brain wake sunny boy see light,25.0,,,,,,,,
albie albie cruel know stab concern still forgive actually hate waking early rarely today made exception went check joe kerr comment true lemon go fact little scarce good day,31.0,,,,,,,,
man funny karl guess take pinch salt good day oh say hello lunatic ker seems thing common,18.0,,,,,,,,
thanks kind word albie,5.0,,,,,,,,
new tax positive however one must forget fuel risen biggest disappointment continued plan tunnel gozo plan public transport rail system could also linked gozo need move people car,30.0,,,,,,,,
true,1.0,,,,,,,,
many passport give pensioner euro per annum strip passport sale contribution see budget would done pensioner meanwhile witness dcg investigation changing testimony police interrogation help form opinion presence corruption intimidation goldfish bowl populated many fish partizan easily coerced told else mid west usa th century employed travelling judge dispense harsh justice completely impartial investigation impossible malta even hang man could related,72.0,,,,,,,,
well boat people,3.0,,,,,,,,
good budget indeed especially elderly couple receive pension getting euro month,11.0,,,,,,,,
within local scene first socialist leaning mintoff different pn administration fairness believe tonio started drag citizen away excessive fixation watching budget speech forced maltese focus excessive attention national budget find sort following overseas unfortunately practice dying slower one wish tv time attention allowed people friendly initiative rather national initiative mean national initiative matter fact get capital towards attaining objective,63.0,,,,,,,,
